name,latitude,longitude,type,tel,cel,email,address
Komani Hospital,-31.918073,26.90732,Specialised Psychiatric Hospital,458588400,833781785,ralf.maselana@impiloecporov.gov.za,1833 National Road Queenstown
Komga Hospital,-32.57606,27.89576,District Hospital,438311013,738127144,sipho.matsila@webmail.co.za,"8 Victoria Road,"
Komga Rural Clinic,-32.582127,27.962895,Clinic,438311186,794914563,,"Victoria Road,"
Korsten CHC,-33.925352,25.56967,Community Health Clinic,041 405 2684,041 405 2683,beverly.snayers@impilo.ecprov.gov.za,90 Livingston Hospital Stanford Road
Kotana Clinic,-32.14878,28.14648,Clinic,833780739,737216924,,
Kotyana Clinic,-32.043264,28.999443,Clinic,073 6080 159,083 372 8449,,Kotyana Location
Krakeel Clinic,-33.814302,23.7275,Clinic,042 274 2056,,,School Str.
Kroonvale Clinic,-32.255736,24.561326,Clinic,049 807 5700,084 910 0384,,Mossie And Arcadia Street
Kruisfontein Clinic,-34.021866,24.746691,Clinic,042 295 2820,083 361 3174,,Jacobs Str. Arcadia
Kruisrivier Clinic,-33.765623,25.349225,Clinic,419925452,827989716,,"Kruisrivier Road,"
Ku Bengu Clinic,-32.14341,27.61732,Clinic,715834324,836591921,,Ku Bengu Clinic
Kubusi Clinic,-32.59433,27.41285,Clinic,043 683 2271,084 622 0642,,Kubusi Village
Kungisizwe Clinic,-30.828515,28.604944,Clinic,,744986082,,Upper Ngxaxa Location
Kuyasa CHC,-32.00716,27.58245,Community Health Clinic,833031492,833031492,,High Street Cofimvaba
Kwa-Mkholoza Clinic,-32.320357,28.594657,Clinic,083 3780 544,073 8256 135,,Bojeni A/A Willowvale
Kwa-Nonqubela Clinic,-33.656687,26.420368,Clinic,046 653 0326,082 351 7100,,A Street
Kwa-Nonzwakazi Clinic,-33.317408,26.090721,Clinic,042 231 1019,073 648 0910,,Recreation Street
Kwadwesi Clinic,-33.848369,25.51866,Clinic,041 506 3176,082 798 9718,kwadwesiclinicschn@mandelametro.gov.za,Arayi Street
Kwamagxaki Clinic,-33.839579,25.533908,Clinic,041 463 2632,082 350 7574,kwamagxakiclinic@mandelametro.gov.za,Mdoda Street Kwamagxaki
Kwanonzame New Clinic,-31.517377,24.008493,Clinic,498421104,793175426,,Masango Street
Kwanonzame Old Clinic,-31.508756,25.003909,Clinic,498021352,824260685,,Mjekula Street Kwanonzame
Kwazakhele CHC,-33.87768,25.585444,Community Health Clinic,041 466 7109,078 191 7960,siphiwo.matshayi@impilo.ecprov.gov.za,Mavuso Road
Kwazakhele Clinic,-33.883269,25.591568,Clinic,041 506 3092,082 798 9702,,Behle Street
Kwazenzele Clinic,-33.522907,25.710757,Clinic,042 235 1082,073 521 2466,,Griffith Street
Kwelera Clinic,-32.823116,27.962895,Clinic,437370233,738001682,,"Kwelega Clinic, Brakfontein"
Lady Grey Hospital,-30.712482,27.21163,District Hospital,0516030093 / 0516030115,0829216593 / 0731499466,mmh@zipplink.co.za,Bekker Street
Laetitia Bam CHC,-33.916423,25.550061,Community Health Clinic,041 978 0711,,vuyokazi.ben-mazwi@impilo.ecprov.gov.za,Matanzima Road
Lahlangubo Clinic (Ngcobo),-31.660669,27.867814,Clinic,NA,NA,,Na
Lahlangubo Clinic (Queenstown),-32.187208,26.665363,Clinic,408419092,,,Unknown
Langeni Clinic,-31.481478,28.484502,Clinic,833780558,783392989,mfunienqadala@webmail.co.za,Langeni Forest Product
Lanti Clinic,-31.880582,27.401595,Clinic,833780730,833368514,,
Lenye Clinic,-32.749682,27.086272,Clinic,406588333,836944830,,Lenye Location
Lesseyton Clinic,-31.842416,26.777496,Clinic,458393348,836142455,,Main Road Village Queenstown
Libode Clinic,-31.540018,29.024363,Clinic,475550267,0837170353 / 0837114733,,Libode Village
Likhetlane Clinic,-30.356069,28.527176,Clinic,,780418930,,
Lingelihle Clinic,-32.180253,25.6291,Clinic,488015072,828476980,,1 Makwemba Street
Linton Grange Clinic,-33.943404,25.516064,Clinic,041 506 3180,082 350 8654,"lintongrangeclinicschn@mandelametro,gov.za",118 Salvia Crescent
Livingstone Hospital,-33.925352,25.56967,Tertiary Hospital,041 405 2100,083 303 1928,tobyn.may@impilo.ecprov.go.za,Stanford Road Korsten
Lizo Ngcana Clinic,-31.92061,26.85484,Clinic,458547012,732774569,,Daresalam Unfound Location
Loerie Clinic,-33.87597,25.019163,Clinic,042 2370 697,083 3782 346,,Judy Street
Lota Clinic,-31.863207,28.335996,Clinic,083 3780 543,083 9522 527,,Lota Village
Lotana Clinic,-31.282835,28.930174,Clinic,833781170,826900407,,Lotana A/A
Louterwater Clinic,-33.792884,23.631313,Clinic,042 272 1024,083 459 2237,,Hillside Str.
Lower Gungululu Clinic,-31.463056,28.821889,Clinic,,829660579,,Gungululu
Lower Mncuncuzo Clinic,-31.908552,27.597924,Clinic,n//a,071 8595 933,,
Lower Regu Clinic,-32.81815,26.95249,Clinic,,083 378 0502,,Lower Regu Location
Lower Seplan Clinic,-31.712696,27.443542,Clinic,,083 803 1741,,
Lower Tsitsana Clinic,-31.522995,28.207996,Clinic,833780737,715600760,,Lower Tsitsana Mission
Lower Zingcuka Clinic,-32.718808,27.099369,Clinic,406588330,827518689,,Private Bag
Lubaleko Clinic,-30.697234,29.369365,Clinic,,083 303 1743,,Lubaleko Loction
Lubisi Clinic,-31.799026,27.459879,Clinic,833780723,835300695,,
Ludalasi Clinic,-31.637786,29.313878,Clinic,,833781140,,Ludalasi A/A
Lugangeni Clinic,-30.826852,28.935054,Clinic,,083 303 1747,,
Lujizweni Clinic,-31.77005,28.991354,Clinic,833781125,833781125,,
Lukhanyiso Clinic,-33.522837,25.711041,Clinic,042 233 0011,072 250 6818,,Duka Street Addo
Lukhanyo Clinic,-33.817418,25.45617,Clinic,,082 350 8131,gustavlamourclinicschn@nelsonmandelometro.gov.za,Sibra Mkhonto Street
Lulama Kama Clinic,-32.7686,26.65496,Clinic,466457433,834675583,,"Mbewu Street,"
Lunga Kobese Clinic,-33.885237,25.580512,Clinic,041 506 3095,071 686 7346,lungakobeseclinic@mandelametro.gov.za,Single Mens Quaters
Lusikisiki Village Clinic (Qaukeni),-31.365064,29.573178,Clinic,392531574,0847392644 / 0834038381,,Main Street
Luthuli Clinic,-31.120592,27.738735,Clinic,,0825935541/083 303 1762,,
Lutshaya Clinic,-31.322742,29.36108,Clinic,,823960065,,Mboziseni Lutshaya A/A
Lutubeni Clinic,-31.927063,28.881764,Clinic,,833031589,,Ltubeni Location
Luyengweni Clinic,-30.653885,28.766053,Clinic,,083 303 1763,,
Luyolo NU 9 Clinic,-32.926063,27.73391,Clinic,437623512,762344484,,N.U.9
Lwandile Clinic,-31.867282,29.213862,Clinic,,718595966,,"From Ngqeleni Town Travel Mthatha Mouth, Turn Left To Lwandile J.S.S."
Mabandla Clinic,-33.806195,25.369781,Clinic,041 506 1950,041 506 1199,mabandlaclinicpharmacy@nelsonmandelametro.gov.za,7 Bantam Street
Macacuma Satellite Clinic,-30.457349,27.352186,Clinic,,718543832,,Macacuma Clinic
Machibini Clinic (Kwabhaca),-30.72652,28.726172,Clinic,,,,
Machibini Clinic (Queenstown),-31.920509,27.024771,Clinic,,835295915,,Unknouwn
Machubeni Clinic,-31.55987,27.18929,Clinic,,0796180184/0734399706,,Gxoseni Village
Macibe Clinic,-32.509413,28.320286,Clinic,474981078,829623280,,Gilbert Street
Maclear Clinic,-31.06886,28.35162,Clinic,459321155,784531552,,Rugby Street
Maclear Hospital,-31.075459,28.347012,District Hospital,0459321028 / 0459321219,829432643,machos@telkomsa.net,Fourie Street
Madwaleni Hospital,-32.0965,28.88005,District Hospital,047 573 8901,082 218 1507,tembeka.pencil@webmail.co.za,Gosi Admin Area
Madzikane kaZulu Memorial Hospital,-30.881997,29.002554,District Hospital,039 2550 333,083 3781 809,nomasomi.mduba@impilo.ecprov.gov.za,N2 Road
Magadla Clinic,-30.338227,28.681784,Clinic,,,,
Magwa Clinic,-31.4184,29.671594,Clinic,833780688,833780688,,Magwa Clinic
Magwala Clinic,-32.006743,27.549768,Clinic,5380,071 8595 914,,Magwala Location
Mahasana Clinic,-32.33607,28.727489,Clinic,083 3644 150,083 3031 591,,
Mahlubini Clinic,-32.063537,27.628132,Clinic,,072611 3166,,
Mahlungulu Clinic (KSD),-31.57268,28.49288,Clinic,,833780496,,Ngubechanti Location
Mahlungulu Clinic (Mhlontlo),-31.077384,28.81672,Clinic,,718595689,,Mahlungulu A/A
Majola Clinic,-31.516293,29.318765,Clinic,,833780619,,"Majola Location,"
Makhotyana CHC,-31.43541,29.022912,Community Health Clinic,475558947,822202208,,Makotyana A/A
Makwantini Clinic,-31.105733,29.990211,Clinic,833031598,738967229,,Amadiba A/A
Malangeni Clinic,-31.311207,29.700685,Clinic,392538964,738362629,,Lusikisiki
Maletswai Clinic,-30.692789,26.692395,Clinic,516332321,834729401,,Broadway Street
Malongwana Clinic,-31.013647,29.606057,Clinic,,0833031619 / 0718595869,,Amalongwana Location
Malusi Clinic,-31.578922,28.872701,Clinic,,834931355,,Gxuhu Location
Maluti CHC,-30.265329,28.788844,Clinic,039 2560 118,,,Maluti Township
Mampondomiseni Clinic,-31.63437,29.09081,Clinic,,721043752,,Unicercity Loc Mampondomseni A/A
Mangcwanguleni Clinic,-31.329304,29.172623,Clinic,,737429305,,Mangcwanguleni
Mangoloaneng Clinic,-30.518884,28.460799,Clinic,,833780763,,Mangoloaneng
Mangqamzeni Clinic,-30.995591,29.069079,Clinic,,721244311,,Mkhonyo Location
Mantlaneni Clinic,-31.237756,29.342718,Clinic,392523829,0834873135 / 0718595836,,Mantlaneni Location
Mantusini Clinic,-31.575012,29.294014,Clinic,,723094041,,Mantusini A/A
Manzana Clinic,-31.737231,28.009169,Clinic,,833780556,,
Manzimahle Clinic,-31.624819,27.556549,Clinic,,83780549,,Manzi Mahle Location
Mapheleni Clinic,-30.78344,29.2536,Clinic,,,,Mt. Ayliff
Mapuzi Clinic,-31.959265,29.130018,Clinic,475759020,832489956,,"Mapuza Clinic, Mqanduli"
Maqanyeni Clinic,-31.642225,28.973141,Clinic,,723631442,,Maqenyeni Loc
Maqashu Clinic,-31.743298,27.334743,Clinic,478786534,769040822,,Mhlontlo Great Place
Margery Parkes TB Hospital,-32.267834,24.556476,Specialised TB Hospital,049 8930 031,082 5791 032,cathy.hopkins@impilo.ecprov.gov.za,Bree Street
Marjorie Parrish TB Hospital,-33.56243,26.88126,Specialised TB Hospital,046 624 5306,083 378 1569,zolile.meve@impilo.ecprov.gov.za,Old 43 Air School Bathurst Rd
Marselle Clinic,-33.679336,26.635121,Clinic,046 648 2247,072 906 6997,,Mjiza Street
Martje Venter (Tarkastad) Hospital,-32.009252,26.258435,District Hospital,458460053,832326251,mventer@ec.co.za,1 Magaret Street Tarkastad
Masakhane Clinic (Aberdeen),-32.892649,23.158642,Clinic,049 846 0315,076 7293114,,90 Hobelon Street
Masakhane Clinic (Hankey),-33.82773,24.872886,Clinic,6350,042 284 0314,,Nkosinkulu Street
Masakhane Clinic (N Mandela Metro),-33.92395,25.44428,Clinic,041 506 3100,079 490 0543,masaclinicrec@mandelametro.gov.za,"Nkanjeni Drive, Kuyasa Greenbushes"
Masakhane Clinic (Zwelitsha),-32.925458,27.43269,Clinic,406557001,736032627,,"3769 Zone 9, Zwelitsha"
Masakhe Clinic,-33.923854,25.444234,Clinic,459660085,828436158,,Masakhe Main Road
Masele Clinic,-32.936187,27.330889,Clinic,406598737,839666656,,Masele Location
Masibulele Clinic,-30.598462,27.735533,Clinic,718595783,836628380,,Upper Telle Sterkspruit
Masincedane Clinic,-32.686116,27.11374,Clinic,406588256,837365753,,
Masiphile Clinic,-32.8544,27.788984,Clinic,437399341,739227754,,Matanea Village
Matatiele Municipality Clinic,-30.333313,28.808658,Clinic,039 737 3513,,,102 Jagger Street
Matomela Clinic,-33.275743,27.113743,Clinic,406757399,720370234,,Mgwalana Location
Matubeni Clinic,-30.112592,29.315112,Clinic,,833780710,,Mthukukazi A/A
Matyantya Clinic,-31.785279,27.072034,Clinic,718543778,728611908,sincwala@vodamail.co.za,Matyantya Village Lady Frere
Mawusheni Clinic,-31.94064,27.67016,Clinic,,718595636,,
Max Madlingozi Clinic,-33.869667,25.58314,Clinic,041 506 2288,082 798 9671,,Tshawuka Site Of Service
Maxwele Clinic,-31.704023,28.735492,Clinic,475387283,733455039,,Qokolweni A/A Zimbane Location
Mbalisweni Clinic,-31.267639,29.115813,Clinic,833031631,723901471,,Nogaya A/A
Mbekweni CHC,-31.719949,28.686582,Community Health Clinic,0475380033 / 10,718651793,,Ngqwalo Area
Mbokotwana Clinic,-31.259789,28.805868,Clinic,718543784,788651777,lmtsotso06@gmail.com,Mbokotwana Loc
Mbulukweza Clinic,-32.23262,27.71693,Clinic,,839596943,,
Mcambalala Clinic,-31.884384,27.494611,Clinic,,833780713,,
Mcewula Clinic,-31.51225,27.528179,Clinic,718543827,731853161,,Box 151
Mdanjelwa Clinic,-31.805703,28.238095,Clinic,833781163,835023997,,Ntlalukawa Loc
Mdeni Clinic,-31.034761,28.779043,Clinic,781488455,718543786,,Mdeni Location
Mdingi Clinic,-32.82356,27.330355,Clinic,406567819,716300781,,Mdingi Location
Mdyobe Clinic,-31.132259,29.050711,Clinic,735371049,833781173,,
Meje Clinic,-31.05028,29.8747,Clinic,392513099,833724487,,"Mbhongweni Location, Bizana"
Melani Clinic,-32.72545,26.87394,Clinic,,078 190 3449,,Melani Location
Melitafa Clinic,-32.07117,28.680142,Clinic,073 3962 582,082 3212 148,,
Mevana Clinic,-31.528123,29.296173,Clinic,833780622,711657071,,
Mfundambini Clinic,-30.898802,29.519513,Clinic,,718595963,,"Nqadeni Location, Flagstaff"
Mfundisweni Clinic,-30.898846,29.519502,Clinic,392523900,835334412,,Magqagqeni Location
Mgudu Clinic,-31.478168,28.34699,Clinic,833031790,833031790,,
Mgwalana Clinic,-32.75516,26.96204,Clinic,040 653 5441,084 415 1958,,Zibi Location
Mgwali Clinic,-32.461027,27.606076,Clinic,436831574,782348375,,No 3 Village
Mgwenyane Clinic,-31.555307,29.233211,Clinic,833780623,733397989,,
Mhlahlane Clinic,-31.41913,28.54072,Clinic,,833780746,,Mhlahlane Forest
Mhlakulo CHC,-31.401689,28.844363,Clinic,0475429011/14,733642199,,
Mhlanga Clinic,-31.464525,27.15988,Clinic,,718595971,,Mlhaya Cliwe
Mhlopekazi Clinic,-31.740331,28.289607,Clinic,833780554,732347068,,"R61, 30km From Ngcobo Turn Right To Clarkebury"
Kildare Clinic,-24.877051,31.32373,Clinic,137087913,824473787,,
Michausdal Clinic,-32.173692,25.645032,Clinic,488015055,,,5 Werner Street
Middelburg Clinic,-31.49488,25.00754,Clinic,498421104,782473926,,Van Reen Street
Middle Street Clinic,-33.75772,25.390842,Clinic,041 922 4358,072 187 6788,,Corners Cannon Middle Street
Middle Terrace Clinic,-33.300141,26.536497,Clinic,046 603 6043,082 747 2470,,Middle Terrace
Middledrift CHC,-32.81356,26.98832,Community Health Clinic,406573152,732458944,pnmaki@gmail.com,Corner Bokwe And Mhlambiso Street
Midland Hospital,-32.261339,24.535453,District Hospital,049 807 7700,083 378 0076,marie.devos@impiloec.prov.gov.za,Albertyn Street
Midros Clinic,-31.50263,25.026222,Clinic,498021364,823103516,,Rivierweg Middleburg
Misgund Clinic,-33.762563,23.502387,Clinic,042 275 1545,083 459 2237,,Hoofstraat Misgund
Missionvale Clinic,-33.87666,25.549961,Clinic,041 506 1168,076 138 7899,missionvaleclinicschn@mandelametro.gov.za,2 Tromp Road Missinvale
Mitford Clinic,-31.990625,26.532328,Clinic,408450187,832075933,,Mitford Clinic
Mjanyana Clinic,-31.842552,28.095399,Clinic,,833780553,,Mjanyana Clinic
Mjanyana Hospital,-31.83408,28.106128,District Hospital,0475471001/2,824054614,,Mjanyana Hospital
Mjika Clinic,-31.434572,28.646263,Clinic,833031793,834404174,,Mjika
Mkapusi Clinic,-31.595162,27.106699,Clinic,833780599,737133865,,Mkapusi A/A
Mkemane Clinic,-30.672483,29.030259,Clinic,,083 303 1634,,Mkamane Clinic Box 24
Mnceba Clinic,-30.89352,29.210485,Clinic,718543826,718543826,,Mnceba Location
Mncotsho Clinic,-32.934917,27.600172,Clinic,436859395,761997064,,Mncotsho Village
Mngungu Clinic,-31.056413,30.032035,Clinic,718543798,835482390,,Mngungu Loc
Mntwana Clinic,-30.976448,28.924639,Clinic,,083 303 1798,,
Mnyibashe Clinic,-32.128792,27.801319,Clinic,73392037,837603692,,Vrystad Loc
Mnyolo Clinic,-31.494445,28.289151,Clinic,833780711,718595699,,Mnyolo Clinic
Molteno Clinic,-26.21361,31.23523,Clinic,459670269,837732575,,48 Stewart Street
Molteno Hospital,-31.392238,26.355799,District Hospital,459670089,827725323,hospadmin@molteno-sa.co.za,Steuart Street
Mooiplaas Clinic,-32.737743,28.054039,Clinic,0438511070 / 0438511059,27275920,,Next To Mooiplaas Police Station
Moore Street Clinic,-33.012865,27.915498,Clinic,437052316,822652794,,78 Moore Street
Moses Mabida Clinic,-33.397238,25.481546,Clinic,042 2301 659,084 4642 519,erikad@srvm.gov.za,Newton Street
Motherwell CHC,-33.811459,25.597329,Community Health Clinic,041 469 1155,078 875 1388,sivo.njalo@telkomsa.net,Tyinira Rd
Motherwell NU 2 Clinic,-33.80062,25.60322,Clinic,041 506 1064,082 798 9706,,Zamukulungisa Street
Mount Arthur Clinic,-31.697279,27.031042,Clinic,833780732,828374880,,Mount Arthur Lady Frere
Mount Ayliff Hospital,-30.797433,29.370913,District Hospital,039 254 0236,083 378 1805,kolekile.manakele@impilo.ecprov.gov.za,8 Ntsizwa Street Mt. Ayliff
Mount Ayliff PHC Clinic,-30.797433,29.370913,Clinic,,083 303 1768,,
Mount Coke CHC,-32.980932,27.443461,Community Health Clinic,0406548000-3,732770209,,Mt Coke Village
Mount Frere PHC Clinic,-30.900045,28.995707,Clinic,,083 303 1775,,Mary Teressa Street
Mount Hargreaves Clinic,-30.405267,28.706004,Clinic,,083 303 1820,,
Mpame Clinic,-32.097922,29.041827,Clinic,083 303 4011,083 373 0705,,
Mpeko Clinic,-31.623736,28.633102,Clinic,,0736303182 / 0833781129,,Mpeko Location
Mpetsheni Clinic,-30.990764,29.792508,Clinic,0392570812/3,836922974,,Mpetsheni Clinic
Mpharane Clinic,-30.263905,28.47763,Clinic,,,,Mpharane Location
Mpindweni Clinic,-31.51167,28.781015,Clinic,718543791,718543791,,Mpindweni Location Mthatha
Mpongo Clinic,-33.157751,27.526366,Clinic,437811636,738901633,,"Mpongo Clinic, Chalumna"
Mpoza Clinic (Lusikisiki),-31.236078,29.55686,Clinic,,833780718,,Mpoza Location
Mpoza Clinic (Mount Frere),-30.731786,29.069586,Clinic,,071 8595 952,,
Mpozolo Clinic,-32.181989,28.779075,Clinic,073 3963 400,083 955 0369,,
Mpukane Clinic,-32.196401,27.937202,Clinic,,720788295,,
Mpunzana Clinic,-31.801862,28.669877,Clinic,475775001,834445625,,Mpunzama A/A
Mqambeli Clinic,-32.420046,28.10859,Clinic,,833780538,,
Mqanduli CHC,-31.819878,28.766794,Community Health Clinic,475735013,0782175238 / 0734935305,,Mqanduli Main Street
Mqhekezweni Clinic,-31.73366,28.46755,Clinic,733961924,733961924,,Mqhekzweni Location
Mqhele Clinic,-31.994178,28.89164,Clinic,,073 744 5941,zolimana@webmail.co.za,Mqhele Location
Mqokolweni Clinic,-31.121665,28.549725,Clinic,833031497,0731955276 / 0730616729,,Mqokolweni A/A
Msendo Clinic,-32.27135,28.790078,Clinic,083 389 7859,083 389 7859,,Msendo Clinic
Msobomvu Clinic,-32.70058,26.85278,Clinic,,082 816 5803,,Msobomvu Village
Mtakatye Clinic,-31.846699,29.244806,Clinic,,833168469,,Mamdlweni Village
Mtambalala Clinic,-31.542039,29.587904,Clinic,,839293996,,Ntambalala Admin Area
Mthatha Gateway Clinic,-31.586633,28.764181,Clinic,475323842,736696556,ndzamelab@gmail.com,"No.17 Hospital Road, Mthatha"
Mthatha General Hospital,-31.586633,28.764181,District Hospital,475024400,824093324,drkasumbi@yahoo.fr,Nelson Mandela Drive
Mtingwevu Clinic,-31.766053,27.589545,Clinic,,071 8595886,,
Mtombe Clinic,-33.054755,27.334735,Clinic,406558833,721367343,,Mtombe Location
Mtyholo Clinic,-32.99244,27.35531,Clinic,406557004,825301950,,Zondeka Location
Musong Clinic,-30.490633,27.548054,Clinic,071 976 9332,833031370,,Musong Clinic
Mvenyane Clinic,-30.547871,29.022961,Clinic,,083 303 1825,,
Mwaca Clinic,-30.639996,29.237779,Clinic,039 254 7006,,,
Mxalanga Clinic,-32.73985,27.36593,Clinic,040 636 0201,073 759 2885,,Mxhalanga Local Service Area
Mxhelo Clinic,-32.79465,26.73477,Clinic,083 303 1642,082 866 4425,,5 Barrack Street
Mzamomhle Clinic (Albert),-31.011357,26.333976,Clinic,516531777,717266024,,Hippo Street
Mzamomhle Clinic (Bedford),-32.69044,26.09306,Clinic,046 685 0076,083 767 5873,,Ntlama Street
Mzintlava Clinic,-31.40584,29.510428,Clinic,,833031647,,Mzintlava A/A
Mzongwana Clinic,-30.166121,29.057813,Clinic,,,,Mzongwana Location
Ncambele Clinic,-31.501461,28.735943,Clinic,475348003,736372337,,Ncambalele Location
Ncedolwethu Clinic,-31.330584,27.826357,Clinic,459311040,718595902,,Vergenoeg T/Ship
Nceduluntu Clinic,-31.376821,26.354498,Clinic,459670392,836309660,,604 Zola Street Moleno 5500
Ncembu Clinic,-31.3941,28.404854,Clinic,,833780673,,Ncembu Admin Area
Ncera Clinic,-33.115196,27.592246,Clinic,437818065,733088849,,Ncera Village 1
Ncizele Clinic,-32.598832,28.433481,Clinic,833780527,836994955,,"Ncizele Clinic, Centane"
Ncora Clinic,-31.818157,27.741243,Clinic,833781194,837704690,,Ncora Flats Aa
Ndabakazi Clinic,-32.355667,28.035827,Clinic,,733895595,,Ndabakazi A/A
Ndanya Clinic,-31.572718,28.961581,Clinic,,833632627,,
Ndawenzima Clinic,-30.90933,29.3621,Clinic,,0781666367 / 0835325585,,Hlankomo Location
Ndela Clinic,-30.947755,29.713195,Clinic,718543783,781509387,,Ndela Loc Bizana
Ndevana Clinic,-32.909852,27.50726,Clinic,406475002,722321977,,Ndevana
Ndibela Clinic,-31.83416,28.43121,Clinic,833781155,731953458,,Nqencu Loc. Ndibela A/A
Ndofela Clinic,-30.384042,27.431772,Clinic,,833780686,,Ndofela
